"","name_long","mean","median","raster_name","service","color"
"821","Belarus",23819.748046875,0.00585721476226779,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"822","Belize",1202.04760742188,0.0501637874851371,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"823","Bermuda",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"824","Bolivia",1342.45104980469,0.000157090034875256,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"825","Brazil",17301.560546875,2.61854087656811e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"826","Barbados",199145.890625,136651.203125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"827","Brunei Darussalam",22641.091796875,0.105627940334327,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"828","Bhutan",509.045532226562,0.0238063654150201,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"829","Norway",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"830","Botswana",296.484741210938,0.00414716668039092,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"831","Central African Republic",861.585632324219,0.00169473639573356,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"832","Canada",9218.8857421875,0.00396334393145055,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"833","Australia",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"834","Switzerland",121976.734375,0.540450039128226,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"835","Chile",22567.900390625,0.00091017700104309,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"836","China",19294.46484375,1.36456947531681e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"837","C̫te d'Ivoire",5448.2744140625,0.0482631082355582,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"838","Cameroon",6286.03515625,0.00417775906005309,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"839","Democratic Republic of the Congo",4735.46337890625,3.56105141935958e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"840","Republic of the Congo",2724.51538085938,0.00055375457428483,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"841","Cook Islands",519.551635742188,34.7994571575497,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"842","Colombia",12986.21484375,0.00194078893508164,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"843","Comoros",889.652099609375,2.78226470304781,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"844","Republic of Cabo Verde",3971.70629882812,0.322615707318505,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"845","Costa Rica",53207.75390625,0.00587406984106373,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"846","Cuba",49501.02734375,0.00506144482311114,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"847","Cura̤ao",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"848","Australia",2351.96606445312,1743.25036621094,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"849","Cayman Islands",1749.54931640625,1488.22776028434,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"850","Cyprus",120093.5859375,114.207114318729,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"851","Czech Republic",172474.890625,6904.68725119647,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"852","Germany",194557.421875,1507.4914028686,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"853","Djibouti",156.663635253906,0.0569277140862294,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"854","Dominica",101.490570068359,667.521538875577,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"855","Denmark",207881.140625,3260.32161934409,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"856","Dominican Republic",71402.046875,0.0164264344511226,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"857","Algeria",39663.54296875,0.00731339553274105,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"858","Ecuador",16833.67578125,0.000582668583960378,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"859","Egypt",53320.609375,6.29195441533014,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"860","Eritrea",5729.08203125,0.00513870030056682,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"861","Morocco",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"862","Spain",61987.33984375,0.0788277292017066,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"863","Estonia",7303.84814453125,17.6589309080459,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"864","Ethiopia",14018.4287109375,1.22694939393269e-06,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"865","Finland",2864.04711914062,0.00336182293697422,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"866","Fiji",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"867","Falkland Islands",0.468085527420044,0.2054510616399,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"868","France",121705.1171875,0.110188211230081,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"869","Faeroe Islands",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"870","Federated States of Micronesia",230.172027587891,325.5654685886,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"871","Gabon",308.802978515625,0.000981246645560128,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"872","United Kingdom",160731.390625,24.6598725943851,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"873","Georgia",51012.46875,0.0331868433095384,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"874","Guernsey",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"875","Ghana",8159.8955078125,0.000237351613424727,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"876","Gibraltar",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"877","Guinea",8162.84765625,0.00519297317531037,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"878","France",39718.390625,6725.21922856906,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"879","The Gambia",28609.029296875,11.9981703453228,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"880","Guinea-Bissau",4458.34814453125,0.419621386274929,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"881","Equatorial Guinea",387.713195800781,0.0263464781630704,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"882","Greece",29095.94140625,0.0169024066223866,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"883","Grenada",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"884","Greenland",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"885","Guatemala",21721.546875,0.0383737275678743,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"886","France",104.14094543457,312.155712546808,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"887","Guam",9953.8115234375,74437.1419765827,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"888","Guyana",114.637397766113,0.324114495363226,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"889","Hong Kong",2025620.375,4046678.99927346,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"890","Heard I. and McDonald Islands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"891","Honduras",16178.6650390625,0.00115133163571875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"892","Croatia",38519.0703125,1.54404789454237,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"893","Haiti",55978.63671875,0.204948080478785,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"894","Hungary",69855.53125,5.90578522753038,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"895","Indonesia",118620.765625,0.000634832499525822,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"896","Isle of Man",4641.8037109375,49842.3671875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"897","India",63915.7421875,0.00289159506757384,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"898","British Indian Ocean Territory",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"899","Ireland",27944.853515625,13.8817950051029,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"900","Iran",21929.740234375,0.00064436082048192,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"901","Iraq",46952.01953125,27.1142449721927,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"902","Iceland",0.0153644271194935,19.4941906287236,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"903","Israel",1367398.125,455799.232598069,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"904","Italy",212889.5625,0.0151423700303495,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"905","Jamaica",28951.171875,1.75259779456917,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"906","Jersey",70504.8828125,41360.953125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"907","Jordan",1098430.875,0.213775758543029,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"908","Japan",144712.640625,0.00326580361765902,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"909","Kazakhstan",565.13818359375,0.000351559295142115,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"910","Kenya",37275.109375,0.00336041137602177,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"911","Kyrgyzstan",1111.16149902344,0.0017474706314624,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"912","Cambodia",5838.43359375,0.00955320312613935,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"913","Kiribati",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"914","Saint Kitts and Nevis",2239.05200195312,3.21305855785484,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"915","Republic of Korea",249894.875,0.0572950139716671,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"916","Kuwait",422581.6875,7.32193424117195,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"917","Lao PDR",1460.38159179688,0.0335527347601657,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"918","Lebanon",405965,2.00467490913136,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"919","Liberia",8285.8984375,6.86746923297278e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"920","Libya",1866.9091796875,0.156894096169218,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"921","Saint Lucia",9208.3095703125,0.422014753862031,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"922","Liechtenstein",1638.16784667969,171.477266859832,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"923","Sri Lanka",399295.5625,0.171773393929263,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"924","Lesotho",4641.14208984375,5.50945697407266,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"925","Lithuania",70718.0078125,0.664614177349082,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"926","Luxembourg",133890.953125,84189.7429231894,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"927","Latvia",8694.484375,2.65397547101713,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"928","Macao",434016.46875,434016.46875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"929","Saint-Martin",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"930","Morocco",46037.62109375,0.00124522337404933,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"931","Monaco",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"932","Moldova",24584.1484375,2.00372075441275,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"933","Madagascar",1444.62927246094,0.005119978025158,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"934","Maldives",1674.681640625,1674.68176269531,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"935","Mexico",6180.49658203125,0.00208986052327794,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"936","Marshall Islands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"937","Macedonia",12486.8154296875,0.0431577170062583,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"938","Mali",7702.21923828125,6.84219357513595e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"939","Malta",391580.0625,231525.685546875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"940","Myanmar",2192.400390625,0.00281290729444354,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"941","Montenegro",6083.87158203125,0.470425484914941,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"942","Mongolia",424.286041259766,5.54992215107121e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"943","Northern Mariana Islands",14601.0595703125,2364.45982259371,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"944","Mozambique",1769.419921875,0.195190843481658,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"945","Mauritania",114.324668884277,0.00924990352939632,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"946","Montserrat",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"947","France",65855.359375,202314.950798241,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"948","Mauritius",190026.5625,41.9915599915827,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"949","Malawi",51928.53515625,0.0278241874818787,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"950","Malaysia",83752.1484375,0.00136614789031994,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"951","France",15409.5947265625,105805.7890625,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"952","Namibia",36.8581428527832,0.000898765395195021,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"953","New Caledonia",1523.32763671875,0.0297672947777175,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"954","Niger",4878.5185546875,0.000491362268880296,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"955","Norfolk Island",643.912414550781,912.496826171875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"956","Nigeria",135156.359375,0.00187265141790154,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"957","Nicaragua",16571.96875,0.0107307169960381,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"958","Niue",195.567321777344,97.2556355157814,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"959","Netherlands",607295.9375,622.613051134675,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"960","Norway",875.301025390625,4.8957190051442e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"961","Nepal",58350.46875,0.00467218519775335,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"962","Nauru",8813.625,8813.625,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"963","New Zealand",1570.05688476562,0.00475298994610517,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"964","Oman",105.159225463867,0.0685901899015475,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"965","Pakistan",35487.71875,0.00015275087214272,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"966","Panama",28326.7734375,0.00116965447968663,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"967","Pitcairn Islands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"968","Peru",1886.82189941406,0.000549315830536968,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"969","Philippines",231156.0625,74.2478653347166,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"970","Palau",224.745223999023,9.59546487392282,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"971","Papua New Guinea",345.691101074219,0.00021999305301118,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"972","Poland",158102.828125,0.803025455899696,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"973","Puerto Rico",242158.609375,6211.88602049515,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"974","Dem. Rep. Korea",6221.82958984375,0.0952963923776734,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"975","Portugal",116074.9765625,3.13099809070871,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"976","Paraguay",8374.4765625,0.0153517972477427,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"977","Israel",503590.75,27.1959587601473,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"978","French Polynesia",6447.41796875,0.890037148694391,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"979","Qatar",45933.0234375,16.252997890925,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"980","France",22182.69921875,0.0245933872508848,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"981","Romania",15939.607421875,0.244328848269267,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"982","Russian Federation",7865.3935546875,0.000226834866245243,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"983","Rwanda",1964.18469238281,2.31964275448457,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"984","Saudi Arabia",1354.27648925781,0.000327200420455341,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"985","Sudan",6516.3603515625,0.000346021311877705,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"986","Senegal",520.467041015625,4.78331821513174,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"987","Singapore",3828920.5,2883995,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"988","South Georgia and the Islands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"989","Saint Helena",418.397735595703,271.564077508603,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"990","Norway",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"991","Solomon Islands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"992","Sierra Leone",24293.447265625,19.3049844743593,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"993","El Salvador",152334.0625,0.0556546775345597,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"994","San Marino",163536.65625,543902.26171875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"995","Somalia",2874.60205078125,3.1354696957973e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"996","Saint Pierre and Miquelon",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"997","Serbia",89864.625,0.0545523460409518,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"998","South Sudan",473.930694580078,0.0157534485132474,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"999","Ṣo Tom̩ and Principe",14284.41796875,15.3535661654232,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1000","Suriname",2355.1376953125,0.0120656488359128,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1001","Slovakia",38032.43359375,20.3421272501594,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1002","Slovenia",63188.7421875,28.6842866110637,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1003","Sweden",4206.98291015625,0.0362587872797464,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1004","eSwatini",3511.55590820312,0.226900652617762,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1005","Sint Maarten",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1006","Seychelles",22158.447265625,280.154835460365,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1007","Syria",213858.1875,0.0315358397065132,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1008","Turks and Caicos Islands",778.732604980469,157.987783534031,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1009","Chad",1486.83874511719,0.00350753897969241,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1010","Togo",36393.1171875,0.0612467206280337,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1011","Thailand",147886.984375,0.0020316007271001,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1012","Tajikistan",12595.0869140625,0.0119776686450809,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1013","New Zealand",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1014","Turkmenistan",993.691589355469,0.00891623734175696,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1015","Timor-Leste",7389.10205078125,706.377037713218,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1016","Tonga",15130.775390625,13308.7669322281,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1017","Trinidad and Tobago",94788.8984375,2.40337547900756,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1018","Tunisia",22162.359375,3.2777709909393e-05,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1019","Turkey",43045.69921875,0.000507557204374038,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1020","Tuvalu",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1021","Taiwan",630466.0625,0.642129774906529,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1022","Tanzania",11907.7216796875,1.79223117918581e-06,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1023","Uganda",116894.78125,0.00357300720506876,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"1024","Ukraine",20793.611328125,0.00589566436336465,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
