"","name_long","mean","median","raster_name","service","color"
"215","Syria",-0.013557649217546,0.0117789170832612,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"216","Turks and Caicos Islands",0.00719168595969677,0.0211271142257364,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"217","Chad",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"218","Togo",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"219","Thailand",-0.00222597387619317,-2.25788425972294e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"220","Tajikistan",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"221","New Zealand",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"222","Turkmenistan",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"223","Timor-Leste",-0.0542089380323887,-0.000423801618523446,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"224","Tonga",5.40452349540033e-10,-9.82137988890054e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"225","Trinidad and Tobago",0.0227220840752125,3.10426199673119e-10,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"226","Tunisia",-0.0233080759644508,-4.19647294247699e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"227","Turkey",0.0154362842440605,3.15195635785053e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"228","Tuvalu",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"229","Taiwan",0.00915075466036797,1.45536906282825e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"230","Tanzania",-0.0184038951992989,-3.22467048518061e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"231","Uganda",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"232","Ukraine",-0.00712647475302219,-3.08711066098398e-08,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"233","United States Minor Outlying Islands",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"234","Uruguay",0.00149120239075273,5.57745033493281e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"235","United States",0.00135168619453907,1.53042355854039e-10,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"236","Uzbekistan",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"237","Vatican",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"238","Saint Vincent and the Grenadines",-0.00831011589616537,-0.0265990680241286,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"239","Venezuela",0.00573265738785267,1.62851784481222e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"240","British Virgin Islands",-0.0143585102632642,0.000672046979363466,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"241","United States Virgin Islands",0.00121405872050673,1.00166127634948e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"242","Vietnam",-0.0125672733411193,-1.56811469633282e-10,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"243","Vanuatu",-0.102947778999805,-1.10639594329037e-10,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"244","Wallis and Futuna Islands",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"245","Samoa",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"246","United Kingdom",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"247","France",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"248","Serbia",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"249","China",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"250","Spratly Islands",0,0,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"251","Yemen",0.0195833090692759,0.00330100612992073,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"252","India",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"253","China",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"254","China",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"255","India",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"256","India",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"257","Pakistan",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"258","India",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"259","China",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"260","India",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"261","South Africa",-0.00367135740816593,-5.4980661157146e-09,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"262","Zambia",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"263","Cyprus",-0.059489943087101,-0.0105903155251278,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"264","Zimbabwe",NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8"
"265","Aruba",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"266","Afghanistan",-0.324523508548737,-3.87287709347615e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"267","Angola",-0.0929077565670013,2.85541089117943e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"268","Anguilla",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"269","Finland",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"270","Albania",2.99771475791931,5.36477156286861e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"271","Andorra",-0.599903523921967,-9.73080062316274e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"272","United Arab Emirates",-3.63334321975708,-1.77564572054999e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"273","Argentina",-0.420079857110977,-3.4853326772184e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"274","Armenia",-0.314953356981277,-1.31748484540694e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"275","American Samoa",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"276","Antarctica",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"277","French Southern and Antarctic Lands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"278","Antigua and Barbuda",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"279","Australia",-0.210776880383492,3.55591622470723e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"280","Austria",-1.54513442516327,-7.37670062895692e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"281","Azerbaijan",-0.0573014505207539,4.98597543397243e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"282","Burundi",0.0920113921165466,-1.30758116210062e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"283","Belgium",7.2287073135376,-4.64261227702515e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"284","Benin",0.213799491524696,7.98908099063078e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"285","Bonaire, Sint Eustatius and Saba",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"286","Burkina Faso",-0.348816603422165,-2.03115155624873e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"287","Bangladesh",-0.313785254955292,-2.57310099000317e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"288","Bulgaria",1.02902841567993,3.15449998756854e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"289","Bahrain",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"290","Bahamas",-0.0945266261696815,-2.19978805829518e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"291","Bosnia and Herzegovina",-3.11694192886353,-9.84887909313553e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"292","Saint-Barth̩lemy",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"293","Belarus",0.00663458183407784,6.2104190549082e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"294","Belize",-1.59047651290894,-1.4005331987532e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"295","Bermuda",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"296","Bolivia",-0.137136027216911,-3.38148140250611e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"297","Brazil",-0.320411920547485,-1.97461849603905e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"298","Barbados",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"299","Brunei Darussalam",0.107662595808506,-1.61514404085609e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"300","Bhutan",0.222379416227341,9.22841708255119e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"301","Norway",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"302","Botswana",0.236565962433815,5.37538021615261e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"303","Central African Republic",0.0763450190424919,5.72037507532106e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"304","Canada",-0.0906488299369812,-7.92699628059821e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"305","Australia",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"306","Switzerland",1.55325925350189,-8.93262241038054e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"307","Chile",-0.0322706997394562,4.75617581309795e-13,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"308","China",-1.24048888683319,-2.0408833823234e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"309","C̫te d'Ivoire",-0.435951262712479,6.59819172223416e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"310","Cameroon",-0.0874664708971977,-3.89985183772828e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"311","Democratic Republic of the Congo",-0.10970252007246,-5.29809437286835e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"312","Republic of the Congo",0.0216554179787636,2.00985624105433e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"313","Cook Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"314","Colombia",-0.183985307812691,-1.44581285857686e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"315","Comoros",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"316","Republic of Cabo Verde",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"317","Costa Rica",4.16212892532349,2.25740924830778e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"318","Cuba",-0.458705127239227,-5.75410743547508e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"319","Cura̤ao",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"320","Australia",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"321","Cayman Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"322","Cyprus",0.458553701639175,-1.44852781853708e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"323","Czech Republic",1.59405851364136,-3.96594397976527e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"324","Germany",3.98481965065002,-8.74466221688727e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"325","Djibouti",-0.660692572593689,5.09545432366648e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"326","Dominica",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"327","Denmark",2.34839963912964,4.22831873712333e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"328","Dominican Republic",2.97327971458435,1.10167258569367e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"329","Algeria",-6.05849266052246,-4.25442967815344e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"330","Ecuador",0.401016592979431,1.55852972264954e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"331","Egypt",0.862013638019562,-8.6692074215295e-13,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"332","Eritrea",-0.281083077192307,1.73448498358016e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"333","Morocco",-0.155002489686012,-9.50749796314831e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"334","Spain",-1.33778560161591,-8.25317743521617e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"335","Estonia",-2.82894897460938,-1.37159477229752e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"336","Ethiopia",0.746283531188965,1.2215461741318e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"337","Finland",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"338","Fiji",-0.0198863334953785,-1.70327812264523e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"339","Falkland Islands",0.101504921913147,2.55135386528069e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"340","France",1.7684770822525,-1.50929689158325e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"341","Faeroe Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"342","Federated States of Micronesia",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"343","Gabon",0.00320317666046321,4.18956088043785e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"344","United Kingdom",0.789303839206696,-2.4017421062118e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"345","Georgia",0.159192994236946,-4.49442888544313e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"346","Guernsey",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"347","Ghana",0.546734571456909,6.68118492877094e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"348","Gibraltar",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"349","Guinea",0.490229725837708,2.9633190826855e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"350","France",-0.608098089694977,-1.24743358813521e-06,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"351","The Gambia",0.382522106170654,1.30107372572047e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"352","Guinea-Bissau",-0.209964036941528,-1.33778510032153e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"353","Equatorial Guinea",-0.0128935799002647,3.84212260059817e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"354","Greece",0.849777519702911,2.15210027823779e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"355","Grenada",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"356","Greenland",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"357","Guatemala",-2.13738989830017,-6.47037154991398e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"358","France",-0.0304542686790228,-9.66561945596583e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"359","Guam",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"360","Guyana",-0.180847704410553,-8.68731744727466e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"361","Hong Kong",12.2228155136108,3.26717090528262e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"362","Heard I. and McDonald Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"363","Honduras",-0.162572368979454,-9.41702232023261e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"364","Croatia",-5.41163206100464,-9.11985814551586e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"365","Haiti",-0.318303406238556,-4.34658408300982e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"366","Hungary",1.34491741657257,6.21345407477246e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"367","Indonesia",-2.00423431396484,-2.75398591332206e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"368","Isle of Man",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"369","India",0.457803577184677,6.50078974810366e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"370","British Indian Ocean Territory",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"371","Ireland",-0.216374561190605,1.83194693862771e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"372","Iran",-3.68465805053711,-6.74255887889673e-13,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"373","Iraq",-0.465439647436142,-5.94521386140939e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"374","Iceland",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"375","Israel",2.89557528495789,-1.03253352782574e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"376","Italy",0.0856635197997093,-7.20821612426295e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"377","Jamaica",-3.46615624427795,-2.00909976914373e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"378","Jersey",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"379","Jordan",-0.218970850110054,-1.1983517037916e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"380","Japan",-1.6940426826477,-2.41729536781985e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"381","Kazakhstan",-0.304466873407364,2.33906780502598e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"382","Kenya",-0.154593706130981,3.44092633085505e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"383","Kyrgyzstan",-0.279913425445557,-1.15859847646724e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"384","Cambodia",-0.875066816806793,-3.3743912254885e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"385","Kiribati",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"386","Saint Kitts and Nevis",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"387","Republic of Korea",-32.8986473083496,-9.23225759932797e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"388","Kuwait",-1.3278386592865,-5.63592086639785e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"389","Lao PDR",-0.33906763792038,-4.7951814284911e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"390","Lebanon",-2.70316648483276,-4.3309677678684e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"391","Liberia",-1.23033201694489,-6.74149535119012e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"392","Libya",-1.20983743667603,-3.99233027646815e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"393","Saint Lucia",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"394","Liechtenstein",-2.55604290962219,-6.73691433884368e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"395","Sri Lanka",-1.77312695980072,-1.0095582022604e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"396","Lesotho",-1.67992687225342,-2.29580608908675e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"397","Lithuania",0.231445819139481,7.39498184960215e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"398","Luxembourg",-0.308979570865631,-1.40583713238865e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"399","Latvia",-1.22164404392242,-1.19948993523246e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"400","Macao",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"401","Saint-Martin",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"402","Morocco",-2.41782999038696,-9.69247920374464e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"403","Monaco",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"404","Moldova",0.195425599813461,7.14355003894015e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"405","Madagascar",0.0520516112446785,8.69962284821819e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"406","Maldives",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"407","Mexico",-1.41101622581482,-1.05309082873192e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"408","Marshall Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"409","Macedonia",1.4168244600296,6.07061377320148e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"410","Mali",-0.178894475102425,1.1756990892971e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"411","Malta",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"412","Myanmar",-0.438216686248779,5.80162030258426e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"413","Montenegro",-0.213322386145592,-6.86830316665175e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"414","Mongolia",-0.251464039087296,5.38344874329068e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"415","Northern Mariana Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"416","Mozambique",-0.479115158319473,-3.89913169945312e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"417","Mauritania",-0.26181361079216,3.07893795542212e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"418","Montserrat",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"419","France",1.85754895210266,-2.38172012422772e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"420","Mauritius",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"421","Malawi",-7.71438312530518,-2.43539981840476e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"422","Malaysia",-0.690199911594391,-3.32910176527599e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"423","France",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
