overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
2 or more overlapping,travel_footprint,Syria,Middle East & North Africa,4. Lower middle income,None,210205.55481305718
2 or more overlapping,travel_footprint,Syria,Middle East & North Africa,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",6063056.177647947
2 or more overlapping,travel_footprint,Ṣo Tom̩ and Principe,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,184439.85878318548
2 or more overlapping,travel_footprint,Taiwan,East Asia & Pacific,2. High income: nonOECD,None,200945.980780337
2 or more overlapping,travel_footprint,Taiwan,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,22679561.14274512
2 or more overlapping,travel_footprint,Tajikistan,Europe & Central Asia,5. Low income,Deserts & Xeric Shrublands,357518.76462181576
2 or more overlapping,travel_footprint,Tajikistan,Europe & Central Asia,5. Low income,Montane Grasslands & Shrublands,58649.72582236305
2 or more overlapping,travel_footprint,Tajikistan,Europe & Central Asia,5. Low income,Rock & Ice,144.0663588643074
2 or more overlapping,travel_footprint,Tajikistan,Europe & Central Asia,5. Low income,"Temperate Grasslands, Savannas & Shrublands",6292177.1885010535
2 or more overlapping,travel_footprint,Thailand,East Asia & Pacific,3. Upper middle income,Mangroves,8651272.270329129
2 or more overlapping,travel_footprint,Thailand,East Asia & Pacific,3. Upper middle income,None,453237.6621056488
2 or more overlapping,travel_footprint,Thailand,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,13571677.618779382
2 or more overlapping,travel_footprint,Thailand,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,28115349.481941387
2 or more overlapping,travel_footprint,The Bahamas,Latin America & Caribbean,2. High income: nonOECD,Mangroves,7464.688499845564
2 or more overlapping,travel_footprint,The Bahamas,Latin America & Caribbean,2. High income: nonOECD,None,1138.8436280414462
2 or more overlapping,travel_footprint,The Bahamas,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Coniferous Forests,215634.02387509122
2 or more overlapping,travel_footprint,Togo,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6245185.5354722785
2 or more overlapping,travel_footprint,Togo,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,285268.7716653226
2 or more overlapping,travel_footprint,Tonga,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Trinidad and Tobago,Latin America & Caribbean,2. High income: nonOECD,Mangroves,8289.404160663486
2 or more overlapping,travel_footprint,Trinidad and Tobago,Latin America & Caribbean,2. High income: nonOECD,None,89950.7026810795
2 or more overlapping,travel_footprint,Trinidad and Tobago,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,157541.3155581057
2 or more overlapping,travel_footprint,Trinidad and Tobago,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,948903.6465078881
2 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,Deserts & Xeric Shrublands,426597.1843021739
2 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,Flooded Grasslands & Savannas,191975.7935700768
2 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",9211980.842640037
2 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,None,154912.0335728526
2 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,Temperate Conifer Forests,262835.2529887657
2 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",32078334.93836339
2 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,None,1473447.0199991222
2 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,28305965.621417157
2 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,Temperate Conifer Forests,1908461.7724021692
2 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",2778533.2747647543
2 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Deserts & Xeric Shrublands,2726775.951938444
2 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Lakes,6445.126048147678
2 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Montane Grasslands & Shrublands,229914.0603517983
2 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",51560.51796992263
2 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
2 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,None,0.0
2 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Coniferous Forests,0.0
2 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Lakes,299678.92974601407
2 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,153337.99046494812
2 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",21910660.65045253
2 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,6921570.421396571
2 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,None,22566.15834609419
2 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,7771275.305124737
2 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,Temperate Conifer Forests,1744326.3138681983
2 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",4226740.6867288565
2 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,6832157.219389956
2 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,None,579211.435861621
2 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",18312.664033934707
2 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",16931.211657226086
2 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,None,864969.0594843426
2 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,51202740.62926473
2 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,166267.3867704654
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,476800.96499836794
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Lakes,356683.6630599354
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Mangroves,399481.0061356877
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,2206913.036821509
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,None,3019.306789095979
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20322506.065475162
2 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,7805680.806294875
2 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
2 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,None,27066.32573146373
2 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Boreal Forests/Taiga,1040.698136759922
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Deserts & Xeric Shrublands,21275300.118199904
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Flooded Grasslands & Savannas,4069057.2364959656
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Lakes,1599674.7893059747
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",27575469.004072774
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,None,1729650.470926739
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Rock & Ice,0.0
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Temperate Broadleaf & Mixed Forests,142052311.5695331
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Temperate Conifer Forests,40198679.17249343
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",47784589.905131824
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Coniferous Forests,47536.3348302783
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Tropical & Subtropical Grasslands, Savannas & Shrublands",8527092.314045608
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,1218083.8937252155
2 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tundra,11121.263544966467
2 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,None,8480.512363720685
2 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",1265.9901170022786
2 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2518027.3632722544
2 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Deserts & Xeric Shrublands,7691211.248447986
2 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Lakes,5.510045528411865
2 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Montane Grasslands & Shrublands,0.9332506060600281
2 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",24132556.184354216
2 or more overlapping,travel_footprint,Vanuatu,East Asia & Pacific,4. Lower middle income,None,0.0
2 or more overlapping,travel_footprint,Vanuatu,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,5556064.89693631
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,3153.949007852003
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Mangroves,528777.0196820395
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,1033.142141416669
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,None,499604.824867161
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,497604.7686538289
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1046240.5167316068
2 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,4296521.508514948
2 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Mangroves,6989556.76628971
2 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,None,1059897.6075905666
2 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,31122937.56562944
2 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,53660486.78637118
2 or more overlapping,travel_footprint,Wallis and Futuna,East Asia & Pacific,4. Lower middle income,None,0.0
2 or more overlapping,travel_footprint,Wallis and Futuna,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Yemen,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,10569032.84311812
